Learning Rate	Train Loss	
0.001000	1.865227	
0.001000	0.909778	
0.001000	0.600459	
0.001000	0.532908	
0.001000	0.593264	
0.000100	0.522372	
0.000100	0.429770	
0.000100	0.382920	
0.000100	0.371259	
0.000100	0.363149	
0.000010	0.338386	
0.000010	0.319844	
0.000010	0.339004	
0.000010	0.325631	
0.000010	0.348183	
