Learning Rate	Train Loss	
0.001000	0.441508	
0.001000	0.273921	
0.001000	0.232260	
0.001000	0.201904	
0.001000	0.182601	
0.000100	0.140706	
0.000100	0.117497	
0.000100	0.108016	
0.000100	0.096678	
0.000100	0.106543	
0.000010	0.086240	
0.000010	0.092369	
0.000010	0.098467	
0.000010	0.079043	
0.000010	0.079813	
